DATE,GME,AMC,BB,M,NOK,AAPL,MSFT,AMZN,FB,TSLA,GOOGL,GOOG,BRKB,JNJ,JPM,GE
2019-1,0.5859203687359027,0.14886161577116352,0.07851447685896028,0.09074218622955085,0.11579974516607848,0.0068397487439439165,0.011521138297491164,0.14699157555875464,0.03697144358794674,0.04384224980011819,0.01825852550462936,0.03398384035884755,0.018505648110524176,0.012346656649135989,0.01260418192918193,0.010490864169156516
2019-2,0.2783676470588235,0.413093040666784,0.029125848019525606,0.044553495934959345,0.07821006795422032,0.0009546712619300107,0.0020067648592283632,0.008775095329995989,0.018466117729502456,0.02857886308355206,0.015948014211942065,0.002640429235173118,0.002214953271028037,0.0036008649430532723,0.0029963653023824073,0.03342226306720275
2019-3,0.8742639270903432,0.7024826736166871,0.06063961560947092,0.17698746042005567,0.037104256080114445,0.006427322375397667,0.002208772158498436,0.009127811228961839,0.002554660126138753,0.12808487849821493,0.008122096117608136,0.004740574519196191,0.014398977080272504,0.005187119789710853,0.0016684871814354625,0.006983044326373258
2019-4,0.48158990906424165,0.14831182588597844,0.030404121601870795,0.04660935573866217,0.07129014109662439,0.0022495136827950643,0.003100845465549336,0.009435524197283895,0.004876702534552715,0.08723904420817197,0.005584091218609685,0.0013684289595010488,0.0035782307378719926,0.0019141969856828441,0.0030448520345252774,0.012334388258227266
2019-5,1.1423147605083088,0.16250288906009244,0.0844381313029072,0.0073807824563680005,0.3711555456331488,0.0013438097826086958,0.0070703379877332636,0.010759246846627261,0.007927540294323755,0.22649703934502094,0.0023185065683337175,0.0008190251209956212,0.0010916836526701998,0.004712994350282486,0.021334340320591862,0.03609909414058021
2019-6,2.6642047670375155,1.1461729583975346,0.5647037888742883,0.1677466247936025,0.0579877656724415,0.0013630978260869566,0.0026277959023880983,0.01628359027481567,0.02308917309039944,0.21533616180663118,0.006513453560728278,0.0023264289006683565,0.002574439461883408,0.0006364595103578154,0.005512053020961775,0.011391916064671484
2019-7,3.548360926152152,2.3254780934039485,0.2699669659804352,0.1187519020947324,0.071144168601536,0.00030350622837032443,0.0021152365982252726,0.004694227270323984,0.0030022314872332227,0.16790337827123306,0.0026885136000975116,0.0008202630700814353,0.012162627498980009,0.0038955120579647457,0.0017436346574913981,0.0043697605133493755
2019-8,1.0954118215029558,1.3754780934039483,0.04440319754708716,0.18811627982260207,0.021647169137345955,0.0012112942477876104,0.006787426326129668,0.003953422552864594,0.003705748335085875,0.11988946451699344,0.0007616094606287858,0.003426449379867321,0.0010705834353325174,0.0003288745737021599,0.003889740381607757,0.0233676750315114
2019-9,3.6633304683367878,1.4925459797785265,0.7674092716197979,0.1472056586060665,0.025872655369191047,0.002714020896310277,0.0025096136214800267,0.019822172070439566,0.001582614791447599,0.11038881792287573,0.0034355350447072396,0.0011249171130100228,0.00986501652986776,0.008496303870443768,0.0021594819840666953,0.02234118253695428
2019-10,10.812331417200971,0.0855050553683197,0.1046948973264763,0.33838464277621316,0.028310887024808135,0.002444248733821047,0.004432163960811615,0.013293750820019476,0.009910141323759078,0.06367074996609533,0.006123424708231259,0.009165588288303085,0.005733987880428245,0.004705353835898609,0.009397608418367348,0.01452965422486833
2019-11,8.003860510035924,3.9920674049109293,0.21091676696939854,1.0577443268265838,0.022570016062823484,0.003876724817107485,0.002514484205007209,0.005164784187172247,0.010037868162692849,0.05443099354208741,0.001833287418985341,0.003230436862938421,0.005726748466257668,0.0017432750759878422,0.02292123724489796,0.0024775589649645067
2019-12,5.854160961829933,5.151008184882041,0.09186960211665127,0.4847538595980192,0.021259160769525574,0.0034915948240182904,0.008248407392843098,0.022680991655204926,0.027266444600280503,0.015917120487169097,0.028680646116794932,0.0015382194583954288,0.002222044989775051,0.013706533800015469,0.03744464972272955,0.009043858545931918
2020-1,0.6508646844660194,6.781177660086662,0.16816684782608693,0.1068621549017704,0.02495062433107385,0.0031096589411956344,0.005063215166694288,0.003941397497746959,0.010342360670259098,0.08250256818106504,0.004603876777245027,0.03057084634102656,0.010087361510053346,0.00914003038359286,0.02887273053694135,0.005363469068792874
2020-2,6.623690513219285,2.6110927313584336,0.40097760107095726,0.15600427142995824,0.006385836603638959,0.0009318057142857143,0.004909032342887193,0.007870088002282036,0.008701052631578948,0.04632368312832513,0.0057603049658804875,0.001316329351511007,0.0030943783340172345,0.004201894812270848,0.010996844502277163,0.0016396453089244853
2020-3,16.394254713532593,8.194075656136855,0.8063536305694675,2.321558997905246,0.18152244725449274,0.00761361539223782,0.010727637341298755,0.027094673821189155,0.01341323906047124,0.04997743191208997,0.024861703211162683,0.034305024080082645,0.03988098942768932,0.004397994854965845,0.013595655688296071,0.03582886720870308
2020-4,23.365013880381255,8.360109279141104,0.21169568590657306,0.7229179449090969,0.03087645842552912,0.00135267772066324,0.008081598339813225,0.014932172420951044,0.03092910229967403,0.022035961702720784,0.0186949352993866,0.0047409836166738125,0.019608312757201644,0.02385956144567698,0.0023149983590416805,0.0013748599519835373
2020-5,5.4271311360728385,21.227681173312885,0.41612637216829074,0.9277017470210223,0.028660597971169245,0.0018573471741637833,0.0019641698536199395,0.001339267813464854,0.029186416286416286,0.01257807643720614,0.009175383082827927,0.00022648032580352176,0.004386255144032921,0.004050341426403641,0.005504791598293404,0.03153243397736367
2020-6,4.701001981650847,7.513425038343558,0.16408219847875463,6.285639827230531,0.08991105178857448,0.005251849252845486,0.004404855207530041,0.011895571325771409,0.01732436032246758,0.01662501244173243,0.009737775344281793,0.0019965720312912012,0.017622042118938787,0.0028554122023329077,0.014452904431621139,0.014804378644106551
2020-7,2.517899938233477,5.145365659422218,0.06222744208650575,3.567546738009283,0.14041745862253072,0.0009640320033845799,0.006212132495951645,0.004095508792752094,0.010349567247356722,0.009073266032204461,0.005688456250579144,0.001261752619048818,0.01204511238015035,0.00344223644080221,0.004992191601049869,0.005530480977950417
2020-8,1.388946319018405,4.258516282473472,0.12570850537642667,0.6602525009568636,0.13493952660615768,0.001298298245614035,0.0021771009513742072,0.0038229950687775753,0.007912530712530714,0.01631105330309575,0.005028669724770642,0.00040946247941660784,0.0018183835845896148,0.003033308013672616,0.0009500328083989502,0.3354876385239346
2020-9,22.52060835809541,6.701572606641774,0.20477279564034076,1.4691532634971796,0.029669728226001942,0.009238380964189035,0.004115803382663848,0.005012677434167182,0.0021604773604773603,0.21075437246369505,0.004761526699600095,0.003043734242296597,0.006064154103852598,0.0012948866069769135,0.007217093175853019,0.024996056480570003
2020-10,10.33602363413137,18.428962427850788,0.1879364252214695,2.0369369863013698,0.1672042371372619,0.0032305416406845427,0.005102151262537753,0.0023833655909496045,0.0030866313079045936,0.0688754712937347,0.004319325977841968,0.002570360690132949,0.0019271336441730232,0.014612296437431385,0.0014375656167979,0.008944029680365296
2020-11,2.4938573619631894,13.306408763374337,0.25645526514859235,1.5961391878053808,0.30167235178921137,0.002156388235294118,0.0020746164021164023,0.020783657199800697,0.005749754213483145,0.11934339065302249,0.012956255636207737,0.001515603979717044,0.0038001279317697234,0.0016069502468666918,0.007090682414698162,0.008979954337899542
2020-12,20.46751684587814,18.958104641174433,0.5510022177126733,0.5232833032723525,0.09197026882677585,0.0184562953626635,0.0037544047619047618,0.004177379172894868,0.00645495084269663,0.2467883743010866,0.0028326656121106394,0.0030255902310660377,0.00990861407249467,0.03387075579187239,0.024492782152230972,0.007559280821917807
